Account ID,Account name,Instance ID,Finding reason(s),Instance name,Instance type,OS,Region,Total running hours,RI hours,On-Demand hours,Savings Plans hours,CPU utilization,Memory utilization,Disk utilization,EBS read (Ops/s),EBS write (Ops/s),EBS read throughput (KiB/s),EBS write throughput (KiB/s),Disk read (Ops/s),Disk write (Ops/s),Disk read throughput (KiB/s),Disk write throughput (KiB/s),Network in (KiB/s),Network out (KiB/s),Network packets in (Packets/s),Network packets out (Packets/s),Recommended action,Recommended instance type 1,Recommended instance type 1 Estimated savings,Recommended instance type 1 Projected CPU utilization,Recommended instance type 1 Projected memory utilization,Recommended instance type 1 Projected disk utilization,Recommended instance type 1 Platform difference(s),Recommended instance type 2,Recommended instance type 2 Estimated savings,Recommended instance type 2 Projected CPU utilization,Recommended instance type 2 Projected memory utilization,Recommended instance type 2 Projected disk utilization,Recommended instance type 2 Platform difference(s),Recommended instance type 3,Recommended instance type 3 Estimated savings,Recommended instance type 3 Projected CPU utilization,Recommended instance type 3 Projected memory utilization,Recommended instance type 3 Projected disk utilization,Recommended instance type 3 Platform difference(s)
XXXXXXXXXXXX,WA Cost Labs,i-010601,,Name-010601,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.25,,,0,3.653333333,0,200.7929525,,,,,1.84566135,0.074947374,0.452055556,0.282777778,Modify,t2.small,0,16.5,,,,t2.micro,0,16.5,,,,t2.nano,0,16.5,,,
XXXXXXXXXXXX,WA Cost Labs,i-010602,,Name-010602,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,28.99118348,,,0,9.413333333,0,1460.342407,,,,,57.35944038,10.00124702,97.52411111,72.81422222,Modify,t3.medium,0,28.99118348,,,,t3.small,0,28.99118348,,,,t3.micro,0,28.99118348,,,
XXXXXXXXXXXX,WA Cost Labs,i-010603,,Name-010603,t3.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,25.69295131,,,0.02,5.133333333,0.076293945,209.9227905,,,,,1.938239204,4.887952745,0.737944444,0.712777778,Modify,t3.small,0,25.69295131,,,,t3.nano,0,25.69295131,,,,t3.micro,0,25.69295131,,,
XXXXXXXXXXXX,WA Cost Labs,i-010604,CPUUnderprovisioned,Name-010604,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,32.79661017,,,1.74,16.66666667,32.31048503,1677.118939,,,,,30.00199463,105.2844306,63.25716667,52.991,Modify,t2.small,0,65.59322034,,,,t2.micro,0,65.59322034,,,,t2.nano,0,65.59322034,,,
XXXXXXXXXXXX,WA Cost Labs,i-010605,,Name-010605,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,19.66666667,,,1.453333333,3.19,15.34779622,191.8284082,,,,,1.926132813,0.709550781,1.321555556,1.432666667,Modify,t2.micro,0,19.66666667,,,,t2.nano,0,19.66666667,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010606,,Name-010606,r5.xlarge,Linux/UNIX,US East (N. Virginia),336,0,0,336,18.1,,,217.5666667,523.9966667,5294.087728,6357.485453,,,,,6.541386447,6.682097439,7.507888889,6.509222222,Modify,r5.large,0,36.2,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010607,"CPUOverprovisioned, MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned",Name-010607,t3.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,9.166513891,19.81962244,,0,4.696666667,0,212.1734619,,,,,1.820734592,0.059106988,0.346333333,0.159,Modify,t3.micro,0,9.166513891,79.27848977,,,t3.micro,0,9.166513891,79.27848977,,,t3.small,0,9.166513891,39.63924488,,
XXXXXXXXXXXX,WA Cost Labs,i-010608,,Name-010608,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.916666667,,,0.24,3.643333333,2.237955729,228.9326953,,,,,27.32482747,27.30303684,0.907444444,0.921111111,Modify,t2.small,0,17.83333333,,,,t2.micro,0,17.83333333,,,,t2.nano,0,17.83333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010609,,Name-010609,r5.xlarge,Linux/UNIX,US East (N. Virginia),336,0,0,336,20.62,,,258.2433333,827.84,3852.793376,9492.352804,,,,,368.674292,11.51265978,12.18177778,7.459166667,Modify,r5.large,0,41.24,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010610,,Name-010610,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.916666667,,,1.113333333,3.403333333,8.290611979,204.5694987,,,,,4.568669434,0.306494683,0.620888889,0.358722222,Modify,t2.medium,0,8.916666667,,,,t2.small,0,17.83333333,,,,t2.micro,0,17.83333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010611,,Name-010611,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,16.3559322,,,0,4.033333333,0,196.151735,,,,,10.26513292,2.856605903,9.005166667,5.917944444,Modify,t2.small,0,32.71186441,,,,t2.nano,0,32.71186441,,,,t2.micro,0,32.71186441,,,
XXXXXXXXXXXX,WA Cost Labs,i-010612,,Name-010612,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,14.33333333,,,1.026666667,4.75,3.916425781,340.054834,,,,,2.012233615,1.703403863,0.608555556,0.672555556,Modify,t2.small,0,28.66666667,,,,t2.nano,0,28.66666667,,,,t2.micro,0,28.66666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010613,,Name-010613,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,10.25,,,1.36,4.796666667,12.00358073,287.6027409,,,,,1.86138265,0.124645182,0.644333333,0.397722222,Modify,t2.small,0,20.5,,,,t2.micro,0,20.5,,,,t2.nano,0,20.5,,,
XXXXXXXXXXXX,WA Cost Labs,i-010614,,Name-010614,t3.large,Linux/UNIX,EU (Frankfurt),336,0,0,336,4.891666667,,,0.013333333,4.046666667,0.089009603,487.5691732,,,,,1.988825412,1.422600369,1.769611111,1.841,Modify,t3.medium,0,4.891666667,,,,t3.micro,0,4.891666667,,,,t3.small,0,4.891666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010615,,Name-010615,t3.small,Linux/UNIX,EU (Frankfurt),336,0,0,336,7.892192813,,,0.026666667,4.476666667,0.813802083,194.5622762,,,,,1.875610623,0.112928602,0.978388889,0.597055556,Modify,t3.micro,0,7.892192813,,,,t3.nano,0,7.892192813,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010616,,Name-010616,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8,,,0,4.09,0,203.6666862,,,,,1.818580458,0.061157498,0.345166667,0.197777778,Modify,t2.small,0,16,,,,t2.micro,0,16,,,,t2.nano,0,16,,,
XXXXXXXXXXXX,WA Cost Labs,i-010617,,Name-010617,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,23.83333333,,,4.71,4.943333333,25.78735352,183.5505143,,,,,1.85833469,0.109476997,0.556166667,0.419611111,Modify,t2.micro,0,23.83333333,,,,t2.nano,0,23.83333333,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010618,,Name-010618,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,7.966101695,,,0,3.473333333,0,199.9537174,,,,,1.813977051,0.057341037,0.360277778,0.180222222,Modify,t2.small,0,15.93220339,,,,t2.nano,0,15.93220339,,,,t2.micro,0,15.93220339,,,
XXXXXXXXXXXX,WA Cost Labs,i-010619,,Name-010619,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.166666667,,,0,2.36,0,73.48379232,,,,,1.814849447,0.056633843,0.349888889,0.194722222,Modify,t2.small,0,16.33333333,,,,t2.micro,0,16.33333333,,,,t2.nano,0,16.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010620,,Name-010620,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.66666667,,,2.486666667,7.78,9.778339844,209.7574902,,,,,1.894772678,0.209194607,0.384166667,0.190833333,Modify,t2.medium,0,10.66666667,,,,t2.small,0,21.33333333,,,,t2.micro,0,21.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010621,,Name-010621,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.50847458,,,21.94,5.05,177.5487272,208.9055371,,,,,3.074512533,0.602550184,0.724222222,0.556277778,Modify,t2.medium,0,10.50847458,,,,t2.micro,0,21.01694915,,,,t2.small,0,21.01694915,,,
XXXXXXXXXXXX,WA Cost Labs,i-010622,,Name-010622,t3.medium,Linux/UNIX,US East (N. Virginia),202,0,0,202,18.79968667,,,20.23666667,6.51,99.29656982,210.8637492,,,,,17.66040988,6.462428385,19.04061111,19.02766667,Modify,t3.small,0,18.79968667,,,,t3.micro,0,18.79968667,,,,t3.nano,0,18.79968667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010623,,Name-010623,t2.small,Linux/UNIX,EU (Frankfurt),336,0,0,336,2.24137931,,,0,1.623333333,0,22.92633138,,,,,0.000711806,0.000319282,5.56E-04,6.67E-04,Modify,t2.micro,0,2.24137931,,,,t2.nano,0,2.24137931,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010624,,Name-010624,t2.small,Linux/UNIX,EU (Frankfurt),336,0,0,336,16.89655172,,,0.586666667,3.4,16.8355306,199.5976758,,,,,1.826211751,0.568357476,0.403611111,0.252166667,Modify,t2.micro,0,16.89655172,,,,t2.nano,0,16.89655172,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010625,,Name-010625,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.333333333,,,0.78,3.833333333,23.58754557,201.5686003,,,,,1.996531033,0.164734701,2.852833333,1.465944444,Modify,t2.small,0,16.66666667,,,,t2.micro,0,16.66666667,,,,t2.nano,0,16.66666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010626,CPUUnderprovisioned,Name-010626,t3.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,29.96816507,,,2.453333333,8.62,298.8052368,1517.601013,,,,,13.7497876,7.646822103,29.8825,26.21872222,Modify,t3.small,0,29.96816507,,,,t3.micro,0,29.96816507,,,,t3.nano,0,29.96816507,,,
XXXXXXXXXXXX,WA Cost Labs,i-010627,,Name-010627,t2.small,Linux/UNIX,EU (Frankfurt),336,0,0,336,1.016949153,,,0,0.346666667,0,3.534951172,,,,,0.254750163,0.401953668,1.489277778,1.490055556,Modify,t2.micro,0,1.016949153,,,,t2.nano,0,1.016949153,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010628,,Name-010628,t2.large,Linux/UNIX,EU (Frankfurt),336,0,0,336,28.16666667,,,5.996666667,4.5,68.10506185,377.7694661,,,,,4.960700141,6.308546278,1.832277778,1.633277778,Modify,t2.medium,0,28.16666667,,,,t2.small,0,56.33333333,,,,t2.micro,0,56.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010629,,Name-010629,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,7.666666667,,,0,3.223333333,0,195.6303939,,,,,1.811625434,0.056752116,0.326444444,0.182944444,Modify,t2.small,0,15.33333333,,,,t2.micro,0,15.33333333,,,,t2.nano,0,15.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010630,,Name-010630,t2.micro,Linux/UNIX,EU (Frankfurt),336,0,0,336,37.83333333,,,37.35333333,4.003333333,2424.723307,218.1371061,,,,,1.886699761,0.110300022,1.022111111,0.651611111,Modify,t2.nano,0,37.83333333,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010631,CPUUnderprovisioned,Name-010631,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,30.81967213,,,0.053333333,4.523333333,0.203450521,225.9699512,,,,,3.112340224,4.9522111,8.738444444,17.14255556,Modify,t2.micro,0,30.81967213,,,,t2.nano,0,30.81967213,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010632,,Name-010632,t2.large,Linux/UNIX,EU (Frankfurt),336,0,0,336,9.166666667,,,5.103333333,3.656666667,140.9022005,212.1861784,,,,,2.194702148,0.312325033,0.693833333,0.467277778,Modify,t2.medium,0,9.166666667,,,,t2.small,0,18.33333333,,,,t2.micro,0,18.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010633,,Name-010633,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,15.81967213,,,0,3.67,0,207.6085417,,,,,20.80556179,4.533564182,39.72566667,25.36866667,Modify,t2.small,0,31.63934426,,,,t2.micro,0,31.63934426,,,,t2.nano,0,31.63934426,,,
XXXXXXXXXXXX,WA Cost Labs,i-010634,,Name-010634,t2.large,Linux/UNIX,EU (Frankfurt),336,0,0,336,8,,,2.28,3.35,46.47572917,204.0354427,,,,,1.82154541,0.057975532,0.396666667,0.195388889,Modify,t2.medium,0,8,,,,t2.small,0,16,,,,t2.micro,0,16,,,
XXXXXXXXXXXX,WA Cost Labs,i-010635,,Name-010635,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.583333333,,,0,2.996666667,0,195.6303906,,,,,1.82197347,0.062757704,0.354,0.191388889,Modify,t2.small,0,17.16666667,,,,t2.micro,0,17.16666667,,,,t2.nano,0,17.16666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010636,,Name-010636,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,23.22033898,,,0.01,5.37,0.063577474,425.3514648,,,,,20.59864909,5.497105849,34.02777778,25.67305556,Modify,t2.small,0,46.44067797,,,,t2.micro,0,46.44067797,,,,t2.nano,0,46.44067797,,,
XXXXXXXXXXXX,WA Cost Labs,i-010637,,Name-010637,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,9.666666667,,,0.413333333,3.413333333,4.437763672,208.4732064,,,,,4.536704644,0.365113118,0.608611111,0.3445,Modify,t2.medium,0,9.666666667,,,,t2.small,0,19.33333333,,,,t2.micro,0,19.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010638,,Name-010638,t2.large,Linux/UNIX,US East (N. Virginia),335,0,0,335,17.13114754,,,1.09,8.43,4.183450521,200.9201074,,,,,11.98859484,0.362342665,7.181,3.522833333,Modify,t2.medium,0,17.13114754,,,,t2.small,0,34.26229508,,,,t2.micro,0,34.26229508,,,
XXXXXXXXXXXX,WA Cost Labs,i-010639,,Name-010639,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,17.11864407,,,34.02,6.246666667,783.9075716,228.5003646,,,,,1.822929688,0.07560574,0.392722222,0.268,Modify,t2.micro,0,17.11864407,,,,t2.nano,0,17.11864407,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010640,,Name-010640,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,9.016393443,,,1.13,3.733333333,4.895530599,210.291543,,,,,1.838336589,0.063333605,0.374,0.178777778,Modify,t2.small,0,18.03278689,,,,t2.micro,0,18.03278689,,,,t2.nano,0,18.03278689,,,
XXXXXXXXXXXX,WA Cost Labs,i-010641,,Name-010641,t3.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,6.975,,,0,4.543333333,0,196.723938,,,,,21.11294732,19.56216254,4.2495,3.719166667,Modify,t3.small,0,6.975,,,,t3.micro,0,6.975,,,,t3.nano,0,6.975,,,
XXXXXXXXXXXX,WA Cost Labs,i-010642,"CPUOverprovisioned, MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned",Name-010642,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.6122449,24.73340053,,0.003333333,3.403333333,0.012714844,200.2970345,,,,,1.82225803,0.084023437,0.352722222,0.208444444,Modify,t2.micro,0,21.2244898,98.93360213,,,t2.small,0,21.2244898,49.46680106,,,t2.micro,0,21.2244898,98.93360213,,
XXXXXXXXXXXX,WA Cost Labs,i-010643,,Name-010643,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,11.18644068,,,1.826666667,3.833333333,6.968180339,202.0009375,,,,,23.03162001,11.61704102,12.83288889,16.53061111,Modify,t2.medium,0,11.18644068,,,,t2.micro,0,22.37288136,,,,t2.small,0,22.37288136,,,
XXXXXXXXXXXX,WA Cost Labs,i-010644,,Name-010644,t2.small,Linux/UNIX,EU (Frankfurt),336,0,0,336,30,,,0.02,3.62,0.559488932,190.4169727,,,,,1.868471408,0.927366536,0.374444444,0.278166667,Modify,t2.micro,0,30,,,,t2.nano,0,30,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010645,,Name-010645,t3.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,6.974883752,,,0,3.23,0,164.8966471,,,,,1.823189019,0.062670085,0.359555556,0.170055556,Modify,t3.small,0,6.974883752,,,,t3.nano,0,6.974883752,,,,t3.micro,0,6.974883752,,,
XXXXXXXXXXXX,WA Cost Labs,i-010646,,Name-010646,t2.micro,Linux/UNIX,EU (Frankfurt),336,0,0,336,23.16666667,,,19.84666667,4.75,478.8716634,206.4514193,,,,,1.825561252,0.061368001,0.355611111,0.216277778,Modify,t2.nano,0,23.16666667,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010647,,Name-010647,t3.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,20.46666667,,,0.003333333,4.933333333,0.012715658,208.2061768,,,,,32.01294678,6.284035373,50.07355556,38.698,Modify,t3.small,0,20.46666667,,,,t3.nano,0,20.46666667,,,,t3.micro,0,20.46666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010648,"CPUOverprovisioned, MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned, NetworkPPSOverprovisioned",Name-010648,m5.2xlarge,Linux/UNIX,EU (Frankfurt),336,0,0,336,14.95833333,6.890171926,,0.003333333,6.26,0.012715658,226.1225382,,,,,45.74737413,11.58721707,48.74344444,38.86027778,Modify,m5.xlarge,0,29.91666667,13.78034385,,,m5.large,0,59.83333333,27.56068771,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010649,,Name-010649,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,12.28813559,,,1.873333333,5.636666667,7.451373698,376.879375,,,,,21.58136719,11.72609131,12.33094444,15.83661111,Modify,t2.medium,0,12.28813559,,,,t2.small,0,24.57627119,,,,t2.micro,0,24.57627119,,,
XXXXXXXXXXXX,WA Cost Labs,i-010650,,Name-010650,t2.medium,Linux/UNIX,EU (Frankfurt),326,0,0,326,28.44262295,,,0,2.06,0,53.63464193,,,,,27.20044705,1.152394477,8.473388889,3.565555556,Modify,t2.small,0,56.8852459,,,,t2.micro,0,56.8852459,,,,t2.nano,0,56.8852459,,,
XXXXXXXXXXXX,WA Cost Labs,i-010651,,Name-010651,t2.micro,Linux/UNIX,EU (Frankfurt),336,0,0,336,0.847457627,,,0,1.11,0,13.65661458,,,,,0.007774251,0.007772352,0.021166667,0.021388889,Terminate,,0,,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010652,"CPUOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned",Name-010652,t3.xlarge,Linux/UNIX,US East (N. Virginia),336,0,0,336,34.71666667,,,0.003333333,20.74333333,0.012715658,4747.314453,,,,,35.74649821,28.05888509,20.28438889,4.442944444,Modify,t3.large,0,69.43333333,,,,t3.medium,0,69.43333333,,,,t3.small,0,69.43333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010653,,Name-010653,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,33.16666667,,,24.43333333,3.823333333,709.279375,200.3606152,,,,,3.259901801,4.956578505,2.325944444,2.432222222,Modify,t2.micro,0,33.16666667,,,,t2.nano,0,33.16666667,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010654,,Name-010654,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.773584906,,,0,4.186666667,0,214.9454753,,,,,1.823481174,0.070156521,0.386222222,0.241111111,Modify,t2.small,0,17.54716981,,,,t2.micro,0,17.54716981,,,,t2.nano,0,17.54716981,,,
XXXXXXXXXXXX,WA Cost Labs,i-010655,,Name-010655,t3.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,11.4314281,,,0,2.05,0,46.39943441,,,,,2.031589627,0.260024957,2.144222222,1.743388889,Modify,t3.small,0,11.4314281,,,,t3.nano,0,11.4314281,,,,t3.micro,0,11.4314281,,,
XXXXXXXXXXXX,WA Cost Labs,i-010656,,Name-010656,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.916666667,,,0,3.653333333,0,115.2928646,,,,,1.824369575,0.063615723,0.357111111,0.199611111,Modify,t2.medium,0,8.916666667,,,,t2.small,0,17.83333333,,,,t2.micro,0,17.83333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010657,"MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned",Name-010657,t3.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,7.166666667,27.58764855,,0,5.366666667,0,212.9745483,,,,,1.819074436,0.132936198,0.372666667,0.172888889,Modify,t3.small,0,7.166666667,55.1752971,,,t3.micro,0,7.166666667,100,,,t3.small,0,7.166666667,55.1752971,,
XXXXXXXXXXXX,WA Cost Labs,i-010658,,Name-010658,t2.small,Linux/UNIX,EU (Frankfurt),336,0,0,336,15.33333333,,,3.413333333,6.04,65.1677474,480.2068066,,,,,2.478505588,0.053690321,0.431944444,0.193277778,Modify,t2.micro,0,15.33333333,,,,t2.nano,0,15.33333333,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010659,,Name-010659,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.606557377,,,0,4.13,0,205.6757617,,,,,1.871777072,0.065187717,0.3855,0.168722222,Modify,t2.small,0,17.21311475,,,,t2.micro,0,17.21311475,,,,t2.nano,0,17.21311475,,,
XXXXXXXXXXXX,WA Cost Labs,i-010660,,Name-010660,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,11.3559322,,,1.03,3.823333333,4.806520182,133.9340169,,,,,1.914964735,1.638131782,0.566833333,0.652888889,Modify,t2.small,0,22.71186441,,,,t2.micro,0,22.71186441,,,,t2.nano,0,22.71186441,,,
XXXXXXXXXXXX,WA Cost Labs,i-010661,,Name-010661,t2.large,Linux/UNIX,EU (Frankfurt),336,0,0,336,28.58333333,,,3.23,3.513333333,125.8595768,213.50861,,,,,88.80215142,82.4310772,37.65188889,30.8265,Modify,t2.medium,0,28.58333333,,,,t2.small,0,57.16666667,,,,t2.micro,0,57.16666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010662,,Name-010662,t3.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,7.183692518,,,0,4.64,0,202.3824056,,,,,1.8750236,1.700032281,4.599833333,4.855222222,Modify,t3.small,0,7.183692518,,,,t3.nano,0,7.183692518,,,,t3.micro,0,7.183692518,,,
XXXXXXXXXXXX,WA Cost Labs,i-010663,,Name-010663,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,9.237288136,,,1.33,3.636666667,8.366901042,201.4160124,,,,,4.558729655,56.36093289,4.687777778,4.441611111,Modify,t2.medium,0,9.237288136,,,,t2.small,0,18.47457627,,,,t2.micro,0,18.47457627,,,
XXXXXXXXXXXX,WA Cost Labs,i-010664,,Name-010664,r5.xlarge,Linux/UNIX,US East (N. Virginia),336,0,0,336,20.795,,,273.3533333,1101.45,3631.032308,12369.47378,,,,,6.062777778,7.811162381,8.393388889,6.832777778,Modify,r5.large,0,41.59,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010665,,Name-010665,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.333333333,,,0.61,3.943333333,17.53489258,198.4405501,,,,,2.009129232,0.167379015,3.598166667,1.830944444,Modify,t2.small,0,16.66666667,,,,t2.micro,0,16.66666667,,,,t2.nano,0,16.66666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010666,,Name-010666,t2.micro,Linux/UNIX,EU (Frankfurt),336,0,0,336,19.16666667,,,0.38,7.983333333,29.60205078,795.2149707,,,,,16.06036024,0.182596029,2.358722222,0.912833333,Modify,t2.nano,0,19.16666667,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010667,,Name-010667,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,16.08333333,,,0,3.743333333,0,206.553138,,,,,21.75735216,6.293321669,36.51605556,24.67805556,Modify,t2.small,0,32.16666667,,,,t2.nano,0,32.16666667,,,,t2.micro,0,32.16666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010668,,Name-010668,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,11.77966102,,,0.206666667,4.47,2.937314453,275.4084277,,,,,1.921800673,1.238603516,0.571722222,0.515555556,Modify,t2.small,0,23.55932203,,,,t2.nano,0,23.55932203,,,,t2.micro,0,23.55932203,,,
XXXXXXXXXXXX,WA Cost Labs,i-010669,"CPUOverprovisioned, MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned, NetworkPPSOverprovisioned",Name-010669,m5.2xlarge,Linux/UNIX,EU (Frankfurt),336,0,0,336,15.95333333,6.319088464,,0.003333333,5.61,0.012715658,202.4332682,,,,,49.470794,10.63727214,47.37816667,36.91666667,Modify,m5.xlarge,0,31.90666667,12.63817693,,,m5.large,0,63.81333333,25.27635386,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010670,,Name-010670,t2.large,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.220338983,,,2.266666667,3.433333333,97.46551107,205.6630469,,,,,2.122058648,0.28215549,0.503166667,0.295277778,Modify,t2.medium,0,8.220338983,,,,t2.micro,0,16.44067797,,,,t2.small,0,16.44067797,,,
XXXXXXXXXXXX,WA Cost Labs,i-010671,,Name-010671,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,9.416666667,,,0.026666667,8.123333333,0.559488932,836.4137012,,,,,16.03469862,0.238832737,2.370222222,0.520222222,Modify,t2.small,0,18.83333333,,,,t2.micro,0,18.83333333,,,,t2.nano,0,18.83333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010672,,Name-010672,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.305084746,,,0.103333333,4.173333333,1.335143229,239.7410059,,,,,1.822429742,0.069001465,0.376166667,0.230666667,Modify,t2.small,0,16.61016949,,,,t2.nano,0,16.61016949,,,,t2.micro,0,16.61016949,,,
XXXXXXXXXXXX,WA Cost Labs,i-010673,,Name-010673,t3.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,19.50768308,,,0,4.253333333,0,225.944519,,,,,10.55159722,7.663432346,14.5025,15.89927778,Modify,t3.small,0,19.50768308,,,,t3.nano,0,19.50768308,,,,t3.micro,0,19.50768308,,,
XXXXXXXXXXXX,WA Cost Labs,i-010674,,Name-010674,t2.small,Linux/UNIX,EU (Frankfurt),336,0,0,336,16.44067797,,,0.106666667,4.096666667,1.818339844,207.1634961,,,,,1.823891059,0.075812446,0.381111111,0.226722222,Modify,t2.micro,0,16.44067797,,,,t2.nano,0,16.44067797,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010675,,Name-010675,t2.medium,Linux/UNIX,EU (Frankfurt),336,0,0,336,8.220338983,,,1.356666667,3.26,26.56300781,195.8847038,,,,,1.81617513,0.05969401,0.361611111,0.1905,Modify,t2.small,0,16.44067797,,,,t2.micro,0,16.44067797,,,,t2.nano,0,16.44067797,,,
